x,y,z
421.8924267536592,229.3718625379379,b
385.2722810565944,249.69054227598753,b
411.3522695937482,257.354336476277,b
392.57908241181246,224.40165811130294,b
405.1527425851986,243.47367614009744,b
456.42080938505813,269.3946462696199,b
458.22123843379137,243.98336622370186,b
394.38552471972037,276.89783863447445,b
411.939315522458,247.40213460564217,b
408.14055778480923,249.15167727294133,b
408.76028780972797,269.33944673524957,b
407.83129228219457,320.06579144063153,b
388.5185081128253,365.3211395499457,b
406.720132586297,363.2587217322106,b
389.41141146959234,377.3451027860338,b
444.7137082229698,333.5780129646371,b
364.7403959361876,335.15576837072547,b
355.89722619339256,333.08446125070054,b
437.3276630998482,388.2568032782005,b
375.24103835260536,343.79811873200765,b
387.5291290244017,363.9976819436921,b
431.7588135072683,366.7794916399539,b
419.7045148822978,351.1293350120617,b
409.51509091166696,371.077856157924,b
430.6381540860625,318.73460282998417,b
420.41233681069036,406.93748390386577,b
401.151226256235,328.5179313123755,b
398.9978989756818,341.91980368228104,b
368.5564186361278,332.3074298956046,b
403.47418089408313,311.9609843034909,b
462.9809843202758,279.55551440181057,b
461.51752492794094,299.4972625395375,b
459.71572459207584,274.56980697495345,b
495.88005476581054,268.2827093153368,b
475.8917940057755,215.21878596025027,b
483.70629784240737,211.67895092287552,b
463.31321698523266,261.29207479480175,b
463.553165446134,205.56506470403247,b
503.1370578138771,155.55967106418274,b
447.2136000119942,183.76123779966952,b
461.5917114662367,191.78284902826755,b
513.5876872344388,184.48847036754205,b
491.1212731143323,216.6592608163711,b
506.6057314854362,229.15067033297828,b
455.5331974820476,175.78112945026658,b
470.2671302280194,225.05223049971534,b
469.8859436008674,158.45507138656802,b
511.8733743370566,148.0988300083717,b
525.909428211465,155.68689506283988,b
528.3605566144396,239.65040582458596,b
499.9527105536739,138.49580021715582,b
508.23704751538713,186.10725009482792,b
215.84966408830664,443.6906037648204,a
206.19402046420328,399.77485751681445,a
215.002976281501,430.8809234641184,a
235.6716905872506,420.9002455553864,a
202.14256053820014,462.4326112740258,a
215.9183104213889,440.63131227084125,a
231.22904749106385,438.21262911402846,a
221.4038774822251,391.9802577838668,a
254.3111170548761,418.4172552114945,a
250.66531524539943,418.68130666152564,a
255.6165398636781,400.1550831738358,a
209.1609162048896,375.8809301705121,a
258.0224055111642,393.88926208398334,a
247.20030051631838,408.5931549308433,a
237.0377784620682,391.11236989622216,a
243.70003677632394,349.20395607158343,a
242.89323869135407,368.3911407670174,a
254.78703585878674,379.94662309832853,a
236.95868929957794,370.6456097070859,a
244.17165575288365,380.22106086124813,a
223.15170899904592,354.2893849956173,a
241.2425681142755,331.6244524152361,a
298.4376753120697,337.08361363135214,a
270.94716725423575,370.8287953863345,a
333.7039825401687,246.40021776592266,a
242.81068998373973,316.3839942474472,a
256.6169159269688,286.44523280926296,a
300.85604758139806,340.65795579336793,a
276.2669165919441,323.77611878122457,a
308.8245235828627,299.89710155859296,a
345.14278460711864,325.25856204094134,a
248.3703339807679,310.46425813577093,a
334.10478935854223,286.8954447544987,a
297.2354960250849,291.2464202113842,a
294.315837234933,276.8647377750975,a
290.3255145532666,252.33949223893748,a
311.9069117248836,266.54352848350595,a
285.72986836884445,273.4822065705147,a
293.50301273505323,263.41672943626776,a
321.1530788441664,288.8871490467028,a
295.2073821973978,259.82618787392965,a
313.83291296669074,279.0761613273179,a
334.8573045453284,298.2513301851291,a
291.6864530656941,225.6492688439514,a
324.7845374768824,225.96821838793534,a
315.306753376858,247.79534356004154,a
308.3433597298016,219.56988172667224,a
300.1497376416088,196.67617763329986,a
290.086922506485,195.17796323368265,a
359.58919368030894,219.8894093364587,a
326.93319050320696,217.1246380575892,a
288.573630356414,195.02988705318444,a
298.814996441742,173.2678360575137,a
282.4193104577165,145.18682663208506,a
298.762001234169,147.80091212824902,a
284.98865645634027,172.910718288505,a
225.05822965390263,152.58988328919344,a
244.08337205231516,153.12840599524185,a
254.28615823724064,127.6741884812389,a
315.3441939725536,178.2252028306213,a
187.2003594991087,127.6974546556134,a
245.37612493221928,94.54768248594155,a
273.2080510980561,98.59942394634544,a
257.2135809361448,96.23055308400996,a
272.608258914165,147.21962268921408,a
222.47688370805886,125.47572788427703,a
276.0348929496101,143.91091629137395,a
199.56520218944073,127.9172987219294,a
252.166103859763,182.6007107322859,a
217.44187847194786,104.04717060441897,a
208.701699790366,190.76901009876775,a
225.64244835397534,175.06625322726006,a
181.70105525660668,194.6493536567703,a
159.87107782115996,231.5221007196904,a
220.43275097048425,211.43863969079996,a
198.98089129407813,244.88118478611472,a
201.67564246923254,236.68285049083437,a
226.31592709230983,279.8390355323314,a
214.11655588530402,275.55619480326084,a
242.90551940874096,241.44147971279398,a
242.17124595770042,260.0866375308989,a
257.90666696002785,266.6687727193082,a
191.07098279875737,317.19830590629783,a
214.28759975567104,334.55075208676675,a
226.53456626313059,272.3366407591834,a
256.4074090727787,287.06368374205954,a
266.86602102386433,286.23404781336944,a
253.8269429886369,284.2192217146754,a
231.91170612505215,249.5954793646624,a
239.81227732429628,279.1874124813669,a
285.51594191312796,269.7951872519951,a
302.9553625032427,227.35470168030514,a
271.0607700187277,206.92535640007713,a
283.0968169476433,205.19628767678927,a
271.05469261402305,180.1818996982318,a
275.60158220508646,232.2861477719975,a
264.17639410645853,233.71045132833092,a
250.9428699193378,192.13800059847006,a
229.00276263570387,207.33007291170037,a
268.85510892125455,232.29264712201228,a
265.550207685397,243.50094663258562,a
269.05860118073224,265.7992781611384,a
257.093301155119,234.91838948572513,a
266.8710302578264,269.2112420971217,a
296.5236482774641,254.31422987440567,a
285.45482032669884,293.25067867174005,a
354.38418775806997,258.0745260198679,a
305.7823624718552,241.50069977826132,a
272.1248565521895,277.3182264190385,a
334.61358912223085,284.0515907316183,a
325.2675813467105,268.16593824274395,a
345.5531706915814,238.06241902562783,a
312.8379036516577,281.6425696754894,a
319.9807848652678,279.73521200818664,a
377.85541631491833,208.21704071795892,a
392.55473725876266,313.5119222026499,a
423.8298952831848,250.00508302525466,a
426.1400503454175,263.46431097081955,a
384.9709164555089,237.8766039006838,a
432.93099233067875,273.29969733111034,a
414.9796081950326,322.2653347067305,a
395.4569011639167,272.52990539316716,a
403.9012127850304,264.34610907179916,a
439.31526521357665,232.24747357048255,a
